,accuracy,precision_score_micro,precision_score_macro,recall_score_micro,recall_score_macro,f1_score_micro,f1_score_macro,execution_time
0,0.9073482428115016,0.9073482428115016,0.5968353485594865,0.9073482428115016,0.63,0.9073482428115016,0.6127220449801095,186.3959596157074
1,0.9073482428115016,0.9073482428115016,0.5947574334898279,0.9073482428115016,0.6218693253845891,0.9073482428115016,0.6079692358042873,185.52201342582703
2,0.8722044728434505,0.8722044728434505,0.6054992111787244,0.8722044728434505,0.5488585449114572,0.8722044728434505,0.565108448829379,184.06137251853943
3,0.8881789137380192,0.8881789137380192,0.5775641025641026,0.8881789137380192,0.6102716963031486,0.8881789137380192,0.593053621521261,184.81800436973572
4,0.8817891373801917,0.8817891373801917,0.5692281066112842,0.8817891373801917,0.6001937984496124,0.8817891373801917,0.5837561131678779,185.2161407470703
5,0.865814696485623,0.865814696485623,0.5764368889719161,0.865814696485623,0.5875271936185642,0.865814696485623,0.5814718984657504,184.5366461277008
6,0.8849840255591054,0.8849840255591054,0.5763907255576126,0.8849840255591054,0.6232139768206193,0.8849840255591054,0.597042396547347,185.45667910575867
7,0.9265175718849841,0.9265175718849841,0.6270301137031625,0.9265175718849841,0.6057381130196664,0.9265175718849841,0.6140802202978369,184.58241057395935
8,0.8594249201277955,0.8594249201277955,0.5573923892701185,0.8594249201277955,0.5737327188940092,0.8594249201277954,0.565342729019859,184.57049751281738
9,0.8817891373801917,0.8817891373801917,0.570968879485145,0.8817891373801917,0.6210426340227945,0.8817891373801917,0.5926645091693635,185.58129477500916
